	index	claim_input	claim_idx	applicationNumber	groupArtUnitNumber	applicationTypeCategory	relatedDocumentData	patentClassification	applicantCitedExaminerReferenceIndicatorCount	filingDate	publicationDate	claimNumberArrayDocument	abstract	percentile	claim_label_101	claim_label_102	claim_label_103	claim_label_112	relatedApplicationNumber	max_score_x	mean_score	max_citations	max_other_citations	max_article_citations	max_score_y	component	is_closed	is_open	is_half	similarity_product	transitional_phrase	app_claim_id	bert_scores_102	claim_label_combined	bert_scores_101	combined_pred_scores	claim_label_101_adjusted	bert_score_102_app_feats_no_hinge	bert_score_101_app_feats	bert_score_102_app_feats_w_hinge	bert_score_102_no_app_feats	dataset	lexical_diversity	patent_class	foreignPriority
10	1012529	The method of  claim 113 , wherein the disease or condition is caused by ASIC1a activity or contributed to by ASIC1a activity.	114	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	1	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.5969816446304321	0	0	0	0	161.00417055152656	none	(15745432, 114)	0.5177903922559182	1	0.7775749804118723	0.7515965215962769	0	0.9482813771006324	0.7775749804118723	0.8220842780460668	0.9380027183718382	test	1.3871	514.0	True
11	1012614	A method as in  claim 1 , wherein the effective time is at the same time as the transaction time.	7	15876618	2474	Utility	4.0	"[""370"", ""381000""]"	0.0	2018-01	2018-08	36.0	Non-destructive data storage is disclosed. An information change is stored that is associated with a business object such that tracking of the information change is enabled with respect to one a transaction time and/or an effective time. The stored information change is accessed with respect to a time.	86.0	1	1	0	1	['11429645', '13253017', '14286707', '14858023', '12151961']	207.72331	189.32972	14.0	0.0	1.0	0.9877891540527344	0	0	0	0	205.1868326619339	none	(15876618, 7)	0.4530487168052787	1	0.571886857711222	0.5600030436206277	0	0.2546896845346815	0.571886857711222	0.3865512911163216	0.397820104955785	test	1.64516	370.0	False
12	1012528	A method for prevention or treatment of a disease or condition in a subject, the method comprising: administering a therapeutically effective amount of at least one isolated, synthetic, or recombinant disulfide-rich peptide of  claim 99  to the subject.	113	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	1	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.7002586126327515	1	0	1	0	188.85766105638743	open	(15745432, 113)	0.5072982013044566	1	0.7575501376462038	0.7325249440120292	0	0.8104091177528564	0.7575501376462038	0.7490406411637376	0.7798186987514738	test	1.3871	514.0	True
13	1012526	The pharmaceutical composition of  claim 107 , further comprising at least one pharmaceutically acceptable diluent, adjuvant, excipient, buffer, stabiliser, isotonicising agent, preservative, or anti-oxidant.	111	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	0	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.5952187180519104	1	0	1	0	160.52871450682042	open	(15745432, 111)	0.5156348718615774	0	0.7563173899052698	0.7322491381009005	0	0.8264907983458263	0.7563173899052698	0.8072065935642729	0.8170108292175685	test	1.3871	514.0	True
14	1012525	The pharmaceutical composition of  claim 109 , wherein the parenteral administration is selected from the group consisting of intracerebroventricular (i.c.v.) administration, intravenous (i.v.) administration, intraarterial (i.a.), and intranasal (i.n.) administration.	110	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	0	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.6677185297012329	1	1	0	0	180.08169765920402	closed	(15745432, 110)	0.5093291244398974	0	0.8023220943720235	0.773022797378811	0	0.9434397779015482	0.8023220943720235	0.8191588764998587	0.8769055265879393	test	1.3871	514.0	True
15	1012524	The pharmaceutical composition of  claim 107 , wherein the composition is formulated for parenteral administration.	109	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	0	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.6145641803741455	0	0	0	0	165.74612804564953	none	(15745432, 109)	0.5163957669155177	0	0.7777689207786428	0.7516316053923302	0	0.8728438356306847	0.7777689207786428	0.8101329134116091	0.780182054199249	test	1.3871	514.0	True
16	1012523	The pharmaceutical composition of  claim 107 , wherein the isolated, synthetic, or recombinant disulfide-rich peptide comprises SEQ ID NO: 16.	108	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.6783737540245056	0	0	0	0	182.95537990662217	none	(15745432, 108)	0.5113325484115643	0	0.7784716409817123	0.7517577317246975	0	0.884543395946163	0.7784716409817123	0.8204547939869073	0.8657241364273409	test	1.3871	514.0	True
17	1012522	A pharmaceutical composition comprising a therapeutically effective amount of at least one isolated, synthetic, or recombinant disulfide-rich peptide of  claim 99 .	107	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	0	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.623064398765564	1	0	1	0	168.03861161516429	open	(15745432, 107)	0.51342552446309	0	0.7566446289919251	0.7323227185390416	0	0.601266831339184	0.7566446289919251	0.7226016333664823	0.6600377018544081	test	1.3871	514.0	True
18	1012521	The isolated, synthetic, or recombinant disulfide-rich peptide of  claim 103  having a sequence consisting of SEQ ID NO: 14.	106	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.6551951766014099	1	1	0	0	176.70418664777398	closed	(15745432, 106)	0.5103232070144701	0	0.8021953398920183	0.7730081266042635	0	0.9456341489341727	0.8021953398920183	0.8150832678480139	0.8909226670468517	test	1.3871	514.0	True
19	1012520	The isolated, synthetic, or recombinant disulfide-rich peptide of  claim 103 , having a sequence comprising SEQ ID NO: 16.	105	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.7032352089881897	1	0	1	0	189.660440223192	open	(15745432, 105)	0.507061830712733	0	0.7575850421110967	0.7325327209712603	0	0.945817963367011	0.7575850421110967	0.8193553135286946	0.9009989125845528	test	1.3871	514.0	True
20	1012519	The isolated, synthetic, or recombinant disulfide-rich peptide of  claim 103 , wherein the peptide has neuroprotective activity.	104	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.7263823747634888	0	0	0	0	195.9031618542361	none	(15745432, 104)	0.507521522883032	0	0.778999300904251	0.7518515231021291	0	0.920077412256506	0.778999300904251	0.8176162677072325	0.8964990543285137	test	1.3871	514.0	True
21	1012518	The isolated, synthetic, or recombinant disulfide-rich peptide of  claim 99 , wherein the peptide comprises, consists of, or consists essentially of an amino acid sequence selected from the group consisting of:\n (a) the amino acid sequences set forth in any one of SEQ ID NO: 2, 4, 6, 8, 10, 12, 14 or 16; (b) amino acid sequences that share at least 65% (or at least 66% to at least 99% and all integer percentages in between) sequence similarity or sequence identity with any one of SEQ ID NO: 2, 4, 6, 8, 10, 12, 14 or 16; (c) amino acid sequences encoded by the nucleotide sequences set forth in any one of SEQ ID NO: 1, 3, 5, 7, 9, 11 or 13; (d) amino acid sequences encoded by nucleotide sequences that share at least 65% (or at least 66% to at least 99% and all integer percentages in between) sequence similarity or sequence identity with any one of SEQ ID NO: 1, 3, 5, 7, 9, 11 or 13; and (e) amino acid sequences that are encoded by nucleotide sequence that hybridize under at least medium or high stringency conditions to any one of SEQ ID NO: 1, 3, 5, 7, 9, 11 or 13.	103	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.6172305345535278	1	1	0	0	166.46523582209352	closed	(15745432, 103)	0.5133362951935085	0	0.8018107997471696	0.7729633492918035	0	0.749539059639255	0.8018107997471696	0.7970314669156804	0.6869417118569391	test	1.3871	514.0	True
22	1012517	The isolated, synthetic, or recombinant disulfide-rich peptide of  claim 101 , wherein the two ICK motifs are joined head-to-tail, such that the peptide comprises two concatenated ICK motifs.	102	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	0	0	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.5938608050346375	0	0	0	0	160.16248941264269	none	(15745432, 102)	0.5180378777470329	0	0.7775405221210586	0.7515902576836561	0	0.8770435893658444	0.7775405221210586	0.8210390739170025	0.8464203453255335	test	1.3871	514.0	True
23	1012527	The pharmaceutical composition of  claim 111 , further comprising at least one delivery enhancer to assist with transport of the peptide across the blood brain barrier (BBB), wherein the at least one delivery enhancer is selected from the group consisting of lipids, polymers, liposomes, emulsions, and nanoparticles.	112	15745432	1649	Utility	2.0	"[""514"", ""017700""]"	0.0	2018-01	2018-07	78.0	The invention relates to disulfide-rich peptides derived from spider venom and their use, particularly as neuroprotective agents. The invention also relates to nucleic acid molecules encoding the peptides as well as constructs and host cells comprising those nucleic acid molecules.	86.0	1	1	1	0	['16312020', '12670099', '14116862', '09852378', '13812457']	269.69702	248.540574	37.0	9.0	36.0	0.6136764287948608	1	1	1	0	165.50670409021618	open	(15745432, 112)	0.5141704713070199	1	0.7565342784790624	0.7322978977618582	0	0.9477093953871428	0.7565342784790624	0.8176059849554544	0.923806878080786	test	1.3871	514.0	True
24	1012615	A method as in  claim 1 , wherein the information change comprises a change in human resource information.	8	15876618	2474	Utility	4.0	"[""370"", ""381000""]"	0.0	2018-01	2018-08	36.0	Non-destructive data storage is disclosed. An information change is stored that is associated with a business object such that tracking of the information change is enabled with respect to one a transaction time and/or an effective time. The stored information change is accessed with respect to a time.	86.0	1	1	0	1	['11429645', '13253017', '14286707', '14858023', '12151961']	207.72331	189.32972	14.0	0.0	1.0	0.8401150703430176	0	0	0	0	174.51148319253448	none	(15876618, 8)	0.4717770123367974	1	0.5673146194821659	0.557760858767629	0	0.2963839253878367	0.5673146194821659	0.3458851525591853	0.3826943241359842	test	1.64516	370.0	False
25	1012616	A method as in  claim 1 , wherein the information change comprises a change in financial information.	9	15876618	2474	Utility	4.0	"[""370"", ""381000""]"	0.0	2018-01	2018-08	36.0	Non-destructive data storage is disclosed. An information change is stored that is associated with a business object such that tracking of the information change is enabled with respect to one a transaction time and/or an effective time. The stored information change is accessed with respect to a time.	86.0	1	1	0	1	['11429645', '13253017', '14286707', '14858023', '12151961']	207.72331	189.32972	14.0	0.0	1.0	0.918435037136078	0	0	0	0	190.780365933879	none	(15876618, 9)	0.461831032312148	1	0.5697410194084098	0.5589500206987836	0	0.2665269776868412	0.5697410194084098	0.3107042321777876	0.3954768259331101	test	1.64516	370.0	False
26	1012617	A method as in  claim 1 , wherein the information change comprises a change in corporate information.	10	15876618	2474	Utility	4.0	"[""370"", ""381000""]"	0.0	2018-01	2018-08	36.0	Non-destructive data storage is disclosed. An information change is stored that is associated with a business object such that tracking of the information change is enabled with respect to one a transaction time and/or an effective time. The stored information change is accessed with respect to a time.	86.0	1	1	0	1	['11429645', '13253017', '14286707', '14858023', '12151961']	207.72331	189.32972	14.0	0.0	1.0	0.8406605720520021	0	0	0	0	174.62479661313537	none	(15876618, 10)	0.4717076170312508	1	0.5673315270272917	0.5577691360276876	0	0.3191317929975755	0.5673315270272917	0.4598153548515412	0.5012343528418656	test	1.64516	370.0	False
27	1013049	The method of  claim 1 , wherein the step of generating a PDN comprises:\n transmitting a PDN connection request message to a Mobility Management Entity (MME); and receiving a PDN connection accept message from the MME, wherein the PDN connection accept message includes an indication indicating that a NNI does not exist between the V-PLMN and the H-PLMN.	2	15747853	2645	Utility	2.0	"[""455"", ""404100""]"	0.0	2018-01	2018-07	32.0	An embodiment of the present description provides, in a situation in which, when a user equipment (UE) is roaming in a visited network, i.e. V-PLMN, the roaming is processed by means of a home routed (HR) mode and is successfully registered to H-PLMN IMS and a service is received, a method for performing authentication/registration of a UE, which is to receive an emergency service, if IMS-NNI does not exist between H-PLMN and V-PLMN.	86.0	0	1	0	0	['15768723', '15752990', '15755725', '15244120', '15300083']	361.28918	350.332598	18.0	0.0	2.0	0.6995519995689392	0	0	0	0	252.7405682916224	none	(15747853, 2)	0.5302957979937801	0	0.7701534030075811	0.746167642506201	0	0.8205390580389573	0.7701534030075811	0.6515638236177741	0.5535229181966622	test	1.62264	455.0	False
28	1013048	A method of performing an emergency service, the method performed by a user equipment (UE) being roamed to a Visited Public Land Mobile Network (V-PLMN) and comprising:\n when an emergency service is requested, generating a Packet Data Network (PDN) for the emergency service, wherein an indication indicating that a Network to Network Interface (NNI) does not exist between the V-PLMN and a Home PLMN (H-PLMN) is received during the step of generating the PDN; and transmitting a REGISTER message for performing an IP Multimedia Subsystem (IMS) registration for the emergency service, wherein the REGISTER message includes an indication indicating that a NNI does not exist between the V-PLMN and the H-PLMN, and a request type indicating that the requested service type corresponds to an emergency service.	1	15747853	2645	Utility	2.0	"[""455"", ""404100""]"	0.0	2018-01	2018-07	32.0	An embodiment of the present description provides, in a situation in which, when a user equipment (UE) is roaming in a visited network, i.e. V-PLMN, the roaming is processed by means of a home routed (HR) mode and is successfully registered to H-PLMN IMS and a service is received, a method for performing authentication/registration of a UE, which is to receive an emergency service, if IMS-NNI does not exist between H-PLMN and V-PLMN.	86.0	0	1	0	0	['15768723', '15752990', '15755725', '15244120', '15300083']	361.28918	350.332598	18.0	0.0	2.0	0.7247595191001892	1	0	1	0	261.8477723529017	open	(15747853, 1)	0.5277982736421394	0	0.7483015070708752	0.7262511837280016	0	0.5862286030754926	0.7483015070708752	0.3558093437533175	0.3909700167722361	test	1.62264	455.0	False
29	1012750	A method of assembling an opto-electronic assembly, said method comprising:\n positioning an optical connector on a socket formed of a base section having a connector opening and a plurality of walls extending from the base section that are angled with respect to the base section, and wherein the plurality of walls include air ducts to enable air to flow through the socket; positioning the socket on a system board having an electrical connector such that the electrical connector extends through the connector opening; and positioning a mezzanine board on the socket, wherein the mezzanine board has a top surface and a bottom surface, wherein a processor chip is attached to the top surface and an optical transceiver and a mating electrical connector are attached to the bottom surface, and wherein positioning of the mezzanine board on the socket causes the electrical connector on the system board to mate with the mating electrical connector on the mezzanine board and causes the optical connector to mate with the optical transceiver on the mezzanine board.	15	15747756	2835	Utility	1.0	"[""361"", ""688000""]"	0.0	2018-01	2018-08	23.0	According to an example, a socket to support a first board in a spaced relation to a second board may include a base section having openings to receive connectors that are to electrically connect the first board to the second board. The socket may also include a plurality of walls extending from the base section, in which each of the plurality of wails is angled with respect to the base section and in which the plurality of walls include air ducts to enable air to flow through the socket when the first board is positioned on the socket. The socket may further include socket alignment elements extending from the base section, in which the alignment elements are to be inserted into mating holes in the second board.	86.0	1	1	0	1	['11261508', '14576735', '11803964', '12821001', '15543193']	128.3467	123.04815320000002	29.0	6.0	3.0	0.7838485836982727	1	0	1	0	100.60437901734709	open	(15747756, 15)	0.4488403175428178	1	0.8151730172712688	0.7785397472984237	1	0.5767703558082021	0.8151730172712688	0.4399992670843093	0.6733759105828057	test	2.25424	361.0	False
30	1012749	The opto-electronic assembly according to  claim 12 , further comprising:\n an interposer having castellated walls that are in mating relationship with some of the air ducts in the plurality of walls of the socket, wherein the interposer is positioned between the socket and the first board.	14	15747756	2835	Utility	1.0	"[""361"", ""688000""]"	0.0	2018-01	2018-08	23.0	According to an example, a socket to support a first board in a spaced relation to a second board may include a base section having openings to receive connectors that are to electrically connect the first board to the second board. The socket may also include a plurality of walls extending from the base section, in which each of the plurality of wails is angled with respect to the base section and in which the plurality of walls include air ducts to enable air to flow through the socket when the first board is positioned on the socket. The socket may further include socket alignment elements extending from the base section, in which the alignment elements are to be inserted into mating holes in the second board.	86.0	1	1	0	1	['11261508', '14576735', '11803964', '12821001', '15543193']	128.3467	123.04815320000002	29.0	6.0	3.0	0.7618564367294312	1	0	1	0	97.78175952798128	open	(15747756, 14)	0.4529616648932806	1	0.8144882978492886	0.7783356345536878	1	0.8100630562160647	0.8144882978492886	0.4522597861735692	0.7118113037703035	test	2.25424	361.0	False
